# {"t_start": 1596456284.82971, "env_id": "Reacher-v2"} 
r,l,t
-67.218377,50,42.987468
-42.303966,50,43.049955
-62.067309,50,43.11244
-45.811395,50,43.174926
-61.832872,50,43.237412
-51.517005,50,43.299897
-59.413868,50,43.36238
-54.711699,50,43.424867
-41.460551,50,43.502715
-48.635052,50,43.569533
-46.061323,50,43.634361
-53.582918,50,43.70118
-58.150295,50,43.750817
-54.60629,50,43.828926
-58.015125,50,43.891409
-53.06238,50,43.953898
-54.169694,50,44.016381
-50.014485,50,44.078867
-57.789925,50,44.14135
-47.249192,50,44.203838
-45.229111,50,44.266321
-61.273995,50,44.328809
-63.885234,50,44.406914
-45.853598,50,44.4694
-50.905178,50,44.536343
-48.292713,50,44.601166
-75.895864,50,44.773704
-48.375079,50,44.831679
-52.844101,50,44.894189
-41.828779,50,44.963433
-51.213961,50,45.025918
-56.762025,50,45.088404
-59.001411,50,45.150891
-68.607883,50,45.213375
-49.685021,50,45.27586
-45.10223,50,45.353967
-55.113618,50,45.416451
-63.412552,50,45.481336
-56.822114,50,45.546166
-56.217194,50,45.61099
-49.169743,50,45.675816
-46.795664,50,45.742638
-46.630151,50,45.806473
-50.11295,50,45.865809
-49.301579,50,45.928262
-56.118355,50,45.990781
-60.402385,50,46.053233
-54.492709,50,46.115717
-59.443511,50,46.178202
-49.094961,50,46.240721
-55.772076,50,46.303208
-51.015513,50,46.381314
-49.778493,50,46.443802
-54.305957,50,46.511003
-48.933618,50,46.575829
-42.786742,50,46.640657
-54.922685,50,46.705478
-51.876306,50,46.771307
-63.022875,50,46.826576
-39.574532,50,46.889063
-51.050561,50,46.951547
-51.93029,50,47.014034
-47.77573,50,47.076518
-51.606333,50,47.139004
-58.215458,50,47.217076
-45.930177,50,47.279596
-47.452526,50,47.342081
-56.721328,50,47.514116
-47.223403,50,47.580937
-49.59285,50,47.645764
-59.213021,50,47.714547
-47.482921,50,47.78037
-43.097454,50,47.845363
-49.24775,50,47.907882
-56.752953,50,47.970335
-57.926844,50,48.032853
-56.851009,50,48.09534
-47.622479,50,48.157825
-47.653402,50,48.220311
-50.661818,50,48.282794
-52.852773,50,48.345282
-51.74766,50,48.423386
-53.049045,50,48.488285
-41.834534,50,48.552114
-48.587568,50,48.617938
-59.503615,50,48.683728
-54.694346,50,48.750583
-55.366509,50,48.81246
-60.43597,50,48.874981
-43.726282,50,48.937465
-46.860068,50,48.999951
-46.032071,50,49.062402
-46.373744,50,49.124924
-52.699244,50,49.187405
-59.340423,50,49.249893
-48.884445,50,49.327998
-40.996306,50,49.390485
-56.010686,50,49.452967
-46.485718,50,49.522956
-53.859097,50,49.587748
-52.5048,50,49.653607
-52.41297,50,49.716908
-49.28668,50,49.779359
-55.17587,50,49.841877
-51.307224,50,49.904365
-33.721111,50,49.966816
-44.213725,50,50.029335
-42.233829,50,50.091819
-54.394731,50,50.263654
-56.673611,50,50.326141
-46.19495,50,50.388626
-37.63793,50,50.458124
-41.726461,50,50.532605
-48.698019,50,50.59743
-44.419979,50,50.661108
-48.544066,50,50.723594
-46.62826,50,50.786079
-42.779743,50,50.848564
-47.581109,50,50.91105
-46.23012,50,50.973535
-42.211134,50,51.035995
-46.941163,50,51.098506
-29.347936,50,51.160992
-53.669212,50,51.2391
-53.395415,50,51.301585
-44.675983,50,51.36407
-50.942202,50,51.426554
-36.627418,50,51.494436
-45.009873,50,51.559262
-45.446539,50,51.625086
-46.876116,50,51.691874
-44.476277,50,51.757732
-52.637776,50,51.816061
-42.787092,50,51.878547
-51.418402,50,51.940998
-53.708632,50,52.003518
-50.382162,50,52.066003
-41.252674,50,52.128488
-46.466688,50,52.190973
-47.114109,50,52.25346
-44.440586,50,52.331532
-35.111697,50,52.394051
-46.942842,50,52.456535
-49.766612,50,52.523161
-51.819867,50,52.588983
-54.204398,50,52.653812
-52.459989,50,52.720599
-39.357445,50,52.786456
-59.086234,50,52.850038
-54.172798,50,53.006253
-49.834405,50,53.06874
-45.8514,50,53.146845
-36.058612,50,53.199426
-55.754474,50,53.277529
-46.944301,50,53.340017
-50.134511,50,53.402499
-48.35736,50,53.464988
-46.450521,50,53.536006
-44.765562,50,53.600834
-42.451997,50,53.666656
-40.859118,50,53.73348
-44.185669,50,53.788481
-39.391244,50,53.850999
-48.874649,50,53.913485
-43.70148,50,53.991591
-34.026994,50,54.054079
-52.892245,50,54.116563
-49.349681,50,54.17905
-42.686083,50,54.241532
-39.323026,50,54.304021
-36.985083,50,54.366504
-45.332665,50,54.428992
-34.185437,50,54.505981
-49.062776,50,54.571808
-44.447729,50,54.637634
-49.241324,50,54.705448
-33.014648,50,54.770274
-37.181103,50,54.8361
-43.044191,50,54.892056
-46.624673,50,54.954541
-44.193885,50,55.017028
-40.843836,50,55.079509
-56.983794,50,55.157618
-43.765899,50,55.220103
-46.926393,50,55.282588
-37.731604,50,55.345074
-42.779215,50,55.40756
-33.526592,50,55.470045
-46.936875,50,55.544003
-47.272533,50,55.609825
-42.109875,50,55.782331
-47.568948,50,55.843608
-45.442189,50,55.906094
-39.568634,50,55.975667
-32.085546,50,56.038152
-44.11407,50,56.100638
-47.43792,50,56.163123
-38.166048,50,56.225608
-39.304145,50,56.288094
-43.078259,50,56.350579
-50.354995,50,56.413064
-43.151371,50,56.47555
-42.097035,50,56.553427
-35.335499,50,56.619251
-42.477705,50,56.684079
-48.945029,50,56.750899
-37.483768,50,56.816723
-34.390847,50,56.878334
-44.181046,50,56.940819
-37.817941,50,57.003304
-37.665784,50,57.065789
-40.467125,50,57.128276
-46.304973,50,57.19076
-40.63905,50,57.253246
-33.568838,50,57.331353
-41.109935,50,57.393838
-39.666062,50,57.456323
-37.385393,50,57.522797
-37.061497,50,57.587624
-33.904369,50,57.653447
-39.785167,50,57.720269
-52.120209,50,57.782205
-37.266881,50,57.844691
-30.615615,50,57.907176
-56.526698,50,57.969662
-37.761893,50,58.032147
-40.221598,50,58.094633
-31.044128,50,58.157118
-49.292426,50,58.219603
-47.23894,50,58.282088
-41.057405,50,58.344574
-47.087827,50,58.529378
-42.564842,50,58.5962
-44.598927,50,58.662056
-39.940902,50,58.729879
-38.90046,50,58.784842
-43.559446,50,58.847361
-31.537611,50,58.909853
-38.666445,50,58.972337
-40.653681,50,59.050447
-39.012469,50,59.112926
-33.92067,50,59.175411
-39.179334,50,59.237863
-38.553936,50,59.300381
-39.098076,50,59.362866
-36.214561,50,59.425353
-27.850671,50,59.499233
-46.358469,50,59.564061
-36.081539,50,59.628854
-36.8892,50,59.695709
-38.297891,50,59.760536
-35.93471,50,59.825361
-32.744281,50,59.881355
-37.547204,50,59.943804
-43.062837,50,60.00629
-38.504897,50,60.068809
-34.687305,50,60.131293
-34.516239,50,60.209366
-44.021537,50,60.271852
-37.099901,50,60.334337
-45.897101,50,60.396855
-38.318853,50,60.459308
-48.416757,50,60.529824
-36.981439,50,60.596679
-38.433663,50,60.662501
-40.98821,50,60.728293
-45.876752,50,60.793155
-33.713624,50,60.842183
-35.963777,50,60.920288
-40.346715,50,60.982741
-38.141653,50,61.045259
-34.489033,50,61.107712
-39.880347,50,61.279578
-34.901893,50,61.342067
-37.727007,50,61.40455
-29.522819,50,61.473791
-36.50559,50,61.545334
-33.888034,50,61.611157
-42.047201,50,61.675985
-35.927734,50,61.74181
-35.204692,50,61.806648
-42.749336,50,61.869991
-42.444133,50,61.932474
-38.777661,50,61.994964
-27.176132,50,62.057445
-41.551092,50,62.119933
-42.245067,50,62.182416
-39.924518,50,62.244904
-39.047743,50,62.307389
-47.95487,50,62.369875
-41.403539,50,62.432357
-35.157089,50,62.511543
-38.756512,50,62.57637
-39.016333,50,62.641194
-42.332526,50,62.707015
-36.801142,50,62.771845
-42.150532,50,62.827496
-36.653567,50,62.889982
-34.217235,50,62.952466
-37.301116,50,63.014952
-43.257226,50,63.077436
-38.690397,50,63.155543
-40.418226,50,63.218027
-35.76263,50,63.280517
-40.607149,50,63.343005
-34.917353,50,63.405485
-38.148224,50,63.46797
-34.93335,50,63.539954
-32.873263,50,63.604779
-40.062077,50,63.668614
-32.545169,50,63.731575
-37.401518,50,63.794059
-35.962885,50,63.856547
-29.060041,50,64.028347
-36.445698,50,64.090867
-32.561325,50,64.15335
-34.295097,50,64.221264
-33.526062,50,64.283777
-30.953677,50,64.346263
-32.41539,50,64.408748
-41.196477,50,64.471236
-37.504419,50,64.545129
-31.668363,50,64.60996
-35.661268,50,64.674783
-30.751967,50,64.734764
-32.727813,50,64.797283
-32.017757,50,64.859769
-48.732267,50,64.922222
-29.822213,50,64.984705
-32.618634,50,65.047225
-38.314102,50,65.109711
-41.306893,50,65.187817
-42.035859,50,65.250303
-41.744134,50,65.312792
-35.438197,50,65.375267
-37.924435,50,65.437758
-38.06676,50,65.511447
-41.441854,50,65.576276
-39.565496,50,65.65104
-44.081245,50,65.719893
-28.960517,50,65.783685
-33.474045,50,65.847382
-37.497258,50,65.909866
-44.791521,50,65.972352
-36.326137,50,66.034837
-38.232857,50,66.097323
-36.868165,50,66.159807
-35.611549,50,66.222294
-33.237477,50,66.284778
-43.911072,50,66.347265
-36.550597,50,66.409749
-40.374037,50,66.488219
-36.837506,50,66.553045
-37.638069,50,66.617872
-31.358766,50,66.806368
-38.173445,50,66.865651
-37.6558,50,66.928137
-38.248964,50,66.998325
-33.908609,50,67.06081
-40.605796,50,67.123295
-31.428368,50,67.185781
-35.546452,50,67.248266
-40.575021,50,67.310752
-33.075298,50,67.373237
-33.318653,50,67.451344
-40.287006,50,67.516856
-31.228004,50,67.581684
-30.505575,50,67.64651
-48.765578,50,67.715326
-34.422472,50,67.78115
-42.810723,50,67.842075
-43.13319,50,67.90456
-37.126296,50,67.967046
-41.921217,50,68.029531
-44.70428,50,68.092016
-28.423405,50,68.154502
-32.351608,50,68.216987
-40.393726,50,68.279473
-35.219107,50,68.341958
-47.977569,50,68.404444
-36.888922,50,68.466929
-40.286763,50,68.54678
-26.585255,50,68.617592
-43.298515,50,68.683415
-33.279359,50,68.750237
-38.799835,50,68.815063
-28.710442,50,68.876332
-37.218409,50,68.938818
-34.003326,50,69.001303
