# {"t_start": 1596459736.7439277, "env_id": "InvertedDoublePendulum-v2"} 
r,l,t
72.692234,8,7.763125
54.380498,6,7.772257
26.762891,3,7.777244
45.171319,5,7.784224
44.464908,5,7.792207
110.590799,12,7.810123
63.434473,7,7.820129
44.988381,5,7.82711
36.26745,4,7.83409
63.980122,7,7.844032
54.423203,6,7.85304
54.547518,6,7.862015
36.116174,4,7.868001
44.840374,5,7.875247
81.933146,9,7.888209
72.439575,8,7.900143
83.021825,9,7.914138
54.3751,6,7.922118
54.876859,6,7.932058
45.515955,5,7.939039
64.121119,7,7.949044
63.429805,7,7.959984
91.886565,10,7.976246
35.752206,4,7.983259
45.492208,5,7.990208
45.438667,5,7.998219
35.731057,4,8.004204
54.57463,6,8.013179
54.167454,6,8.022155
71.618299,8,8.034092
63.783999,7,8.045094
54.309677,6,8.054037
72.054055,8,8.066036
91.611548,10,8.080214
72.809313,8,8.092181
44.981931,5,8.099167
36.033111,4,8.105148
54.749772,6,8.114123
91.274022,10,8.129085
45.603985,5,8.136072
35.505917,4,8.143048
54.661964,6,8.151026
36.006004,4,8.157977
44.852909,5,8.165985
63.794662,7,8.176241
63.114902,7,8.186214
44.891147,5,8.194194
35.38633,4,8.200145
92.028503,10,8.215137
45.536594,5,8.222086
44.528515,5,8.230066
73.313357,8,8.241035
110.757672,12,8.258022
63.684654,7,8.267998
54.058449,6,8.277209
35.684684,4,8.283227
91.817613,10,8.298185
35.397435,4,8.304169
45.084884,5,8.312149
62.893297,7,8.321127
54.563348,6,8.330069
45.351795,5,8.338079
73.010929,8,8.350016
81.138542,9,8.363014
35.903732,4,8.368998
91.51853,10,8.383229
26.765809,3,8.388183
63.779285,7,8.399185
45.580735,5,8.406167
35.721474,4,8.41315
35.641059,4,8.419133
35.651256,4,8.425085
73.316478,8,8.437051
35.852976,4,8.443036
110.345251,12,8.461023
63.380968,7,8.470246
54.691477,6,8.479232
63.527332,7,8.489204
45.662569,5,8.497183
63.913801,7,8.508121
35.38218,4,8.514139
45.52963,5,8.522117
44.883235,5,8.529098
90.807576,10,8.544059
63.900434,7,8.554032
45.491833,5,8.563007
36.208729,4,8.56899
100.715874,11,8.584224
35.805508,4,8.590178
100.669758,11,8.606166
35.630994,4,8.613153
54.568723,6,8.623089
35.987519,4,8.629105
54.85754,6,8.637084
64.102135,7,8.648055
45.030224,5,8.655036
54.569843,6,8.665014
35.684346,4,8.670237
72.680665,8,8.68319
63.307571,7,8.693197
72.936957,8,8.705168
63.92372,7,8.715137
35.323682,4,8.721121
35.936131,4,8.72807
36.148625,4,8.734089
45.201092,5,8.741071
44.973342,5,8.749046
54.47434,6,8.757991
54.396931,6,8.766998
35.603399,4,8.772253
63.49017,7,8.783223
45.520055,5,8.790172
91.592501,10,8.804167
35.920591,4,8.811148
73.211884,8,8.822119
36.009202,4,8.8291
54.281808,6,8.838076
36.139118,4,8.84406
45.322995,5,8.851041
35.615999,4,8.857028
72.96352,8,8.869958
54.165077,6,8.878967
63.828987,7,8.888941
72.976952,8,8.900911
82.188917,9,8.913873
44.863625,5,8.920854
146.994561,16,8.944791
73.360346,8,8.955761
82.534845,9,8.968728
63.651894,7,8.981692
45.110874,5,8.988673
63.33987,7,8.99965
63.499806,7,9.009619
54.781263,6,9.018599
36.030358,4,9.024578
54.63155,6,9.034551
26.785687,3,9.038542
45.42734,5,9.046519
63.951908,7,9.056491
73.301835,8,9.068463
91.757086,10,9.082415
44.84387,5,9.089409
73.245279,8,9.102369
63.568586,7,9.112349
54.162529,6,9.121319
54.494801,6,9.130294
82.062345,9,9.143229
120.084252,13,9.162178
45.335967,5,9.16919
64.09287,7,9.180165
44.935831,5,9.187144
63.73772,7,9.198117
